Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Female White,2013,6 year June,4596,4145,90.2,3959,86.1,95.5,1723,37.5,41.6,2236,48.7,53.9,186,4,4.5,145,3.2,233,5.1,48,1,24,0.5
Citywide,Citywide,,Female White,2012,6 year June,4801,4306,89.7,4116,85.7,95.6,1678,35,39,2438,50.8,56.6,190,4,4.4,155,3.2,266,5.5,48,1,23,0.5
Citywide,Citywide,,Male Asian,2019,4 year August,6667,5963,89.4,5958,89.4,99.9,3186,47.8,53.4,2772,41.6,46.5,5,0.1,0.1,430,6.4,224,3.4,14,0.2,36,0.5
Citywide,Citywide,,Male Asian,2018,4 year August,6867,6167,89.8,6157,89.7,99.8,3869,56.3,62.7,2288,33.3,37.1,10,0.1,0.2,363,5.3,283,4.1,18,0.3,36,0.5
Citywide,Citywide,,Male Asian,2017,4 year August,6891,6074,88.1,6072,88.1,100,4015,58.3,66.1,2057,29.9,33.9,2,0,0,492,7.1,274,4,6,0.1,43,0.6
Citywide,Citywide,,Male Asian,2016,4 year August,6767,5815,85.9,5782,85.4,99.4,3603,53.2,62,2179,32.2,37.5,33,0.5,0.6,528,7.8,341,5,23,0.3,60,0.9
Citywide,Citywide,,Male Asian,2015,4 year August,6764,5740,84.9,5588,82.6,97.4,2906,43,50.6,2682,39.7,46.7,152,2.2,2.6,594,8.8,371,5.5,18,0.3,40,0.6
Citywide,Citywide,,Male Asian,2014,4 year August,6907,5859,84.8,5704,82.6,97.4,3106,45,53,2598,37.6,44.3,155,2.2,2.6,655,9.5,341,4.9,24,0.3,28,0.4
Citywide,Citywide,,Male Asian,2013,4 year August,6442,5392,83.7,5275,81.9,97.8,2794,43.4,51.8,2481,38.5,46,117,1.8,2.2,649,10.1,365,5.7,13,0.2,22,0.3
Citywide,Citywide,,Male Asian,2012,4 year August,6515,5332,81.8,5224,80.2,98,2804,43,52.6,2420,37.1,45.4,108,1.7,2,718,11,411,6.3,26,0.4,22,0.3
Citywide,Citywide,,Male Asian,2019,4 year June,6667,5788,86.8,5779,86.7,99.8,3165,47.5,54.7,2614,39.2,45.2,9,0.1,0.2,602,9,227,3.4,14,0.2,36,0.5
Citywide,Citywide,,Male Asian,2018,4 year June,6867,5978,87.1,5970,86.9,99.9,3832,55.8,64.1,2138,31.1,35.8,8,0.1,0.1,548,8,287,4.2,18,0.3,36,0.5
Citywide,Citywide,,Male Asian,2017,4 year June,6891,5895,85.5,5886,85.4,99.8,3949,57.3,67,1937,28.1,32.9,9,0.1,0.2,670,9.7,275,4,6,0.1,43,0.6
Citywide,Citywide,,Male Asian,2016,4 year June,6767,5668,83.8,5636,83.3,99.4,3581,52.9,63.2,2055,30.4,36.3,32,0.5,0.6,673,9.9,343,5.1,23,0.3,60,0.9
Citywide,Citywide,,Male Asian,2015,4 year June,6764,5505,81.4,5379,79.5,97.7,2882,42.6,52.4,2497,36.9,45.4,126,1.9,2.3,828,12.2,372,5.5,18,0.3,40,0.6
Citywide,Citywide,,Male Asian,2014,4 year June,6907,5638,81.6,5505,79.7,97.6,3077,44.5,54.6,2428,35.2,43.1,133,1.9,2.4,876,12.7,341,4.9,24,0.3,28,0.4
Citywide,Citywide,,Male Asian,2013,4 year June,6442,5168,80.2,5069,78.7,98.1,2766,42.9,53.5,2303,35.7,44.6,99,1.5,1.9,872,13.5,365,5.7,13,0.2,22,0.3
Citywide,Citywide,,Male Asian,2012,4 year June,6515,5154,79.1,5066,77.8,98.3,2786,42.8,54.1,2280,35,44.2,88,1.4,1.7,896,13.8,411,6.3,26,0.4,22,0.3
Citywide,Citywide,,Male Asian,2018,5 year August,6858,6267,91.4,6255,91.2,99.8,3880,56.6,61.9,2375,34.6,37.9,12,0.2,0.2,131,1.9,371,5.4,39,0.6,50,0.7
Citywide,Citywide,,Male Asian,2017,5 year August,6874,6233,90.7,6227,90.6,99.9,4024,58.5,64.6,2203,32,35.3,6,0.1,0.1,151,2.2,381,5.5,36,0.5,71,1
Citywide,Citywide,,Male Asian,2016,5 year August,6757,6017,89,5979,88.5,99.4,3627,53.7,60.3,2352,34.8,39.1,38,0.6,0.6,205,3,429,6.3,42,0.6,64,0.9
Citywide,Citywide,,Male Asian,2015,5 year August,6751,6002,88.9,5830,86.4,97.1,2926,43.3,48.8,2904,43,48.4,172,2.5,2.9,182,2.7,457,6.8,48,0.7,60,0.9
Citywide,Citywide,,Male Asian,2014,5 year August,6887,6064,88,5872,85.3,96.8,3119,45.3,51.4,2753,40,45.4,192,2.8,3.2,194,2.8,536,7.8,50,0.7,43,0.6
Citywide,Citywide,,Male Asian,2013,5 year August,6424,5514,85.8,5375,83.7,97.5,2752,42.8,49.9,2623,40.8,47.6,139,2.2,2.5,278,4.3,496,7.7,104,1.6,32,0.5
Citywide,Citywide,,Male Asian,2012,5 year August,6495,5541,85.3,5410,83.3,97.6,2811,43.3,50.7,2599,40,46.9,131,2,2.4,319,4.9,539,8.3,66,1,27,0.4
Citywide,Citywide,,Male Asian,2018,5 year June,6858,6253,91.2,6241,91,99.8,3880,56.6,62.1,2361,34.4,37.8,12,0.2,0.2,142,2.1,374,5.5,39,0.6,50,0.7
Citywide,Citywide,,Male Asian,2017,5 year June,6874,6212,90.4,6206,90.3,99.9,4024,58.5,64.8,2182,31.7,35.1,6,0.1,0.1,165,2.4,388,5.6,36,0.5,71,1
Citywide,Citywide,,Male Asian,2016,5 year June,6757,5994,88.7,5956,88.1,99.4,3626,53.7,60.5,2330,34.5,38.9,38,0.6,0.6,223,3.3,434,6.4,42,0.6,64,0.9
Citywide,Citywide,,Male Asian,2015,5 year June,6751,5977,88.5,5805,86,97.1,2926,43.3,49,2879,42.6,48.2,172,2.5,2.9,199,2.9,465,6.9,48,0.7,60,0.9
Citywide,Citywide,,Male Asian,2014,5 year June,6887,6030,87.6,5847,84.9,97,3117,45.3,51.7,2730,39.6,45.3,183,2.7,3,215,3.1,549,8,50,0.7,43,0.6
Citywide,Citywide,,Male Asian,2013,5 year June,6424,5480,85.3,5346,83.2,97.6,2751,42.8,50.2,2595,40.4,47.4,134,2.1,2.4,309,4.8,499,7.8,104,1.6,32,0.5
Citywide,Citywide,,Male Asian,2012,5 year June,6495,5503,84.7,5378,82.8,97.7,2811,43.3,51.1,2567,39.5,46.6,125,1.9,2.3,356,5.5,540,8.3,66,1,27,0.4
Citywide,Citywide,,Male Asian,2017,6 year June,6873,6251,91,6243,90.8,99.9,4027,58.6,64.4,2216,32.2,35.5,8,0.1,0.1,93,1.4,418,6.1,40,0.6,69,1
Citywide,Citywide,,Male Asian,2016,6 year June,6755,6059,89.7,6020,89.1,99.4,3630,53.7,59.9,2390,35.4,39.4,39,0.6,0.6,106,1.6,474,7,51,0.8,65,1
Citywide,Citywide,,Male Asian,2015,6 year June,6752,6049,89.6,5876,87,97.1,2928,43.4,48.4,2948,43.7,48.7,173,2.6,2.9,112,1.7,474,7,51,0.8,65,1
Citywide,Citywide,,Male Asian,2014,6 year June,6887,6140,89.2,5939,86.2,96.7,3119,45.3,50.8,2820,40.9,45.9,201,2.9,3.3,119,1.7,524,7.6,56,0.8,48,0.7
Citywide,Citywide,,Male Asian,2013,6 year June,6429,5570,86.6,5419,84.3,97.3,2753,42.8,49.4,2666,41.5,47.9,151,2.3,2.7,167,2.6,546,8.5,110,1.7,36,0.6
Citywide,Citywide,,Male Asian,2012,6 year June,6480,5594,86.3,5454,84.2,97.5,2813,43.4,50.3,2641,40.8,47.2,140,2.2,2.5,181,2.8,589,9.1,72,1.1,33,0.5
Citywide,Citywide,,Male Black,2019,4 year August,8425,6365,75.5,6309,74.9,99.1,669,7.9,10.5,5640,66.9,88.6,56,0.7,0.9,1341,15.9,538,6.4,64,0.8,105,1.2
Citywide,Citywide,,Male Black,2018,4 year August,8619,6521,75.7,6481,75.2,99.4,1228,14.2,18.8,5253,60.9,80.6,40,0.5,0.6,1354,15.7,566,6.6,62,0.7,101,1.2
Citywide,Citywide,,Male Black,2017,4 year August,9148,6762,73.9,6694,73.2,99,1544,16.9,22.8,5150,56.3,76.2,68,0.7,1,1599,17.5,600,6.6,44,0.5,122,1.3
Citywide,Citywide,,Male Black,2016,4 year August,9659,6756,69.9,6558,67.9,97.1,1131,11.7,16.7,5427,56.2,80.3,198,2,2.9,1985,20.6,692,7.2,58,0.6,163,1.7
Citywide,Citywide,,Male Black,2015,4 year August,9832,6687,68,5605,57,83.8,534,5.4,8,5071,51.6,75.8,1082,11,16.2,2041,20.8,914,9.3,77,0.8,111,1.1
Citywide,Citywide,,Male Black,2014,4 year August,10232,6791,66.4,5808,56.8,85.5,586,5.7,8.6,5222,51,76.9,983,9.6,14.5,2313,22.6,905,8.8,83,0.8,135,1.3
Citywide,Citywide,,Male Black,2013,4 year August,10363,6570,63.4,5771,55.7,87.8,617,6,9.4,5154,49.7,78.4,799,7.7,12.2,2555,24.7,952,9.2,102,1,132,1.3
Citywide,Citywide,,Male Black,2012,4 year August,10893,6801,62.4,6047,55.5,88.9,553,5.1,8.1,5494,50.4,80.8,754,6.9,11.1,2690,24.7,1115,10.2,103,0.9,103,0.9
Citywide,Citywide,,Male Black,2019,4 year June,8425,6089,72.3,6034,71.6,99.1,668,7.9,11,5366,63.7,88.1,55,0.7,0.9,1612,19.1,542,6.4,65,0.8,105,1.2
Citywide,Citywide,,Male Black,2018,4 year June,8619,6300,73.1,6264,72.7,99.4,1224,14.2,19.4,5040,58.5,80,36,0.4,0.6,1572,18.2,569,6.6,62,0.7,101,1.2
Citywide,Citywide,,Male Black,2017,4 year June,9148,6450,70.5,6390,69.9,99.1,1534,16.8,23.8,4856,53.1,75.3,60,0.7,0.9,1905,20.8,606,6.6,44,0.5,122,1.3
Citywide,Citywide,,Male Black,2016,4 year June,9659,6513,67.4,6329,65.5,97.2,1127,11.7,17.3,5202,53.9,79.9,184,1.9,2.8,2225,23,695,7.2,58,0.6,163,1.7
Citywide,Citywide,,Male Black,2015,4 year June,9832,6251,63.6,5294,53.8,84.7,532,5.4,8.5,4762,48.4,76.2,957,9.7,15.3,2468,25.1,923,9.4,77,0.8,111,1.1
Citywide,Citywide,,Male Black,2014,4 year June,10232,6370,62.3,5509,53.8,86.5,584,5.7,9.2,4925,48.1,77.3,861,8.4,13.5,2734,26.7,905,8.8,83,0.8,135,1.3
Citywide,Citywide,,Male Black,2013,4 year June,10363,6165,59.5,5471,52.8,88.7,613,5.9,9.9,4858,46.9,78.8,694,6.7,11.3,2955,28.5,952,9.2,107,1,132,1.3
Citywide,Citywide,,Male Black,2012,4 year June,10893,6427,59,5753,52.8,89.5,550,5,8.6,5203,47.8,81,674,6.2,10.5,3062,28.1,1115,10.2,105,1,103,0.9
Citywide,Citywide,,Male Black,2018,5 year August,8534,6886,80.7,6827,80,99.1,1232,14.4,17.9,5595,65.6,81.3,59,0.7,0.9,518,6.1,803,9.4,178,2.1,135,1.6
Citywide,Citywide,,Male Black,2017,5 year August,9099,7166,78.8,7088,77.9,98.9,1547,17,21.6,5541,60.9,77.3,78,0.9,1.1,606,6.7,954,10.5,196,2.2,161,1.8
Citywide,Citywide,,Male Black,2016,5 year August,9621,7298,75.9,7066,73.4,96.8,1135,11.8,15.6,5931,61.6,81.3,232,2.4,3.2,921,9.6,1059,11,129,1.3,195,2
Citywide,Citywide,,Male Black,2015,5 year August,9799,7341,74.9,6127,62.5,83.5,535,5.5,7.3,5592,57.1,76.2,1214,12.4,16.5,867,8.8,1197,12.2,231,2.4,160,1.6
Citywide,Citywide,,Male Black,2014,5 year August,10208,7416,72.6,6179,60.5,83.3,589,5.8,7.9,5590,54.8,75.4,1237,12.1,16.7,866,8.5,1554,15.2,209,2,160,1.6
Citywide,Citywide,,Male Black,2013,5 year August,10204,7243,71,6177,60.5,85.3,617,6,8.5,5560,54.5,76.8,1066,10.4,14.7,1115,10.9,1444,14.2,259,2.5,135,1.3
Citywide,Citywide,,Male Black,2012,5 year August,10832,7525,69.5,6543,60.4,87,554,5.1,7.4,5989,55.3,79.6,982,9.1,13,1247,11.5,1604,14.8,255,2.4,120,1.1
Citywide,Citywide,,Male Black,2018,5 year June,8534,6838,80.1,6781,79.5,99.2,1232,14.4,18,5549,65,81.1,57,0.7,0.8,555,6.5,814,9.5,178,2.1,135,1.6
Citywide,Citywide,,Male Black,2017,5 year June,9099,7132,78.4,7053,77.5,98.9,1547,17,21.7,5506,60.5,77.2,79,0.9,1.1,629,6.9,965,10.6,196,2.2,161,1.8
Citywide,Citywide,,Male Black,2016,5 year June,9621,7229,75.1,7003,72.8,96.9,1135,11.8,15.7,5868,61,81.2,226,2.3,3.1,987,10.3,1062,11,129,1.3,195,2
Citywide,Citywide,,Male Black,2015,5 year June,9799,7271,74.2,6069,61.9,83.5,535,5.5,7.4,5534,56.5,76.1,1202,12.3,16.5,917,9.4,1217,12.4,231,2.4,160,1.6
Citywide,Citywide,,Male Black,2014,5 year June,10208,7325,71.8,6136,60.1,83.8,588,5.8,8,5548,54.3,75.7,1189,11.6,16.2,931,9.1,1580,15.5,209,2,160,1.6
Citywide,Citywide,,Male Black,2013,5 year June,10204,7137,69.9,6131,60.1,85.9,617,6,8.6,5514,54,77.3,1006,9.9,14.1,1220,12,1444,14.2,260,2.5,135,1.3
Citywide,Citywide,,Male Black,2012,5 year June,10832,7416,68.5,6485,59.9,87.4,554,5.1,7.5,5931,54.8,80,931,8.6,12.6,1352,12.5,1607,14.8,255,2.4,120,1.1
Citywide,Citywide,,Male Black,2017,6 year June,9057,7271,80.3,7188,79.4,98.9,1547,17.1,21.3,5641,62.3,77.6,83,0.9,1.1,337,3.7,1058,11.7,212,2.3,168,1.9
Citywide,Citywide,,Male Black,2016,6 year June,9590,7470,77.9,7231,75.4,96.8,1137,11.9,15.2,6094,63.5,81.6,239,2.5,3.2,445,4.6,1278,13.3,176,1.8,203,2.1
Citywide,Citywide,,Male Black,2015,6 year June,9780,7549,77.2,6317,64.6,83.7,537,5.5,7.1,5780,59.1,76.6,1232,12.6,16.3,502,5.1,1315,13.4,248,2.5,161,1.6
Citywide,Citywide,,Male Black,2014,6 year June,10180,7692,75.6,6380,62.7,82.9,592,5.8,7.7,5788,56.9,75.2,1312,12.9,17.1,534,5.2,1558,15.3,221,2.2,173,1.7
Citywide,Citywide,,Male Black,2013,6 year June,10206,7482,73.3,6307,61.8,84.3,618,6.1,8.3,5689,55.7,76,1175,11.5,15.7,640,6.3,1676,16.4,271,2.7,132,1.3
Citywide,Citywide,,Male Black,2012,6 year June,10694,7777,72.7,6691,62.6,86,554,5.2,7.1,6137,57.4,78.9,1086,10.2,14,728,6.8,1767,16.5,282,2.6,122,1.1
Citywide,Citywide,,Male Hispanic,2019,4 year August,15035,11317,75.3,11254,74.9,99.4,2332,15.5,20.6,8922,59.3,78.8,63,0.4,0.6,2028,13.5,1447,9.6,74,0.5,154,1
Citywide,Citywide,,Male Hispanic,2018,4 year August,14807,10975,74.1,10908,73.7,99.4,3163,21.4,28.8,7745,52.3,70.6,67,0.5,0.6,2039,13.8,1534,10.4,86,0.6,164,1.1
Citywide,Citywide,,Male Hispanic,2017,4 year August,14826,10843,73.1,10763,72.6,99.3,3407,23,31.4,7356,49.6,67.8,80,0.5,0.7,2443,16.5,1308,8.8,70,0.5,148,1
Citywide,Citywide,,Male Hispanic,2016,4 year August,14928,10295,69,10045,67.3,97.6,2685,18,26.1,7360,49.3,71.5,250,1.7,2.4,2814,18.9,1515,10.1,64,0.4,236,1.6
Citywide,Citywide,,Male Hispanic,2015,4 year August,14921,9968,66.8,8703,58.3,87.3,1569,10.5,15.7,7134,47.8,71.6,1265,8.5,12.7,2781,18.6,1877,12.6,84,0.6,210,1.4
Citywide,Citywide,,Male Hispanic,2014,4 year August,15149,9797,64.7,8618,56.9,88,1443,9.5,14.7,7175,47.4,73.2,1179,7.8,12,3204,21.1,1875,12.4,80,0.5,190,1.3
Citywide,Citywide,,Male Hispanic,2013,4 year August,14977,9496,63.4,8420,56.2,88.7,1464,9.8,15.4,6956,46.4,73.3,1076,7.2,11.3,3313,22.1,1832,12.2,130,0.9,163,1.1
Citywide,Citywide,,Male Hispanic,2012,4 year August,14670,9142,62.3,8296,56.6,90.7,1253,8.5,13.7,7043,48,77,846,5.8,9.3,3315,22.6,1900,13,113,0.8,140,1
Citywide,Citywide,,Male Hispanic,2019,4 year June,15035,10827,72,10766,71.6,99.4,2321,15.4,21.4,8445,56.2,78,61,0.4,0.6,2504,16.7,1460,9.7,75,0.5,154,1
Citywide,Citywide,,Male Hispanic,2018,4 year June,14807,10574,71.4,10521,71.1,99.5,3144,21.2,29.7,7377,49.8,69.8,53,0.4,0.5,2439,16.5,1535,10.4,86,0.6,164,1.1
Citywide,Citywide,,Male Hispanic,2017,4 year June,14826,10301,69.5,10240,69.1,99.4,3353,22.6,32.6,6887,46.5,66.9,61,0.4,0.6,2976,20.1,1317,8.9,70,0.5,148,1
Citywide,Citywide,,Male Hispanic,2016,4 year June,14928,9944,66.6,9710,65,97.6,2668,17.9,26.8,7042,47.2,70.8,234,1.6,2.4,3156,21.1,1524,10.2,64,0.4,236,1.6
Citywide,Citywide,,Male Hispanic,2015,4 year June,14921,9344,62.6,8262,55.4,88.4,1560,10.5,16.7,6702,44.9,71.7,1082,7.3,11.6,3389,22.7,1893,12.7,84,0.6,210,1.4
Citywide,Citywide,,Male Hispanic,2014,4 year June,15149,9155,60.4,8171,53.9,89.3,1435,9.5,15.7,6736,44.5,73.6,984,6.5,10.7,3841,25.4,1875,12.4,85,0.6,190,1.3
Citywide,Citywide,,Male Hispanic,2013,4 year June,14977,8939,59.7,8011,53.5,89.6,1448,9.7,16.2,6563,43.8,73.4,928,6.2,10.4,3867,25.8,1832,12.2,133,0.9,163,1.1
Citywide,Citywide,,Male Hispanic,2012,4 year June,14670,8600,58.6,7877,53.7,91.6,1245,8.5,14.5,6632,45.2,77.1,723,4.9,8.4,3855,26.3,1901,13,114,0.8,140,1
Citywide,Citywide,,Male Hispanic,2018,5 year August,14716,11510,78.2,11424,77.6,99.3,3169,21.5,27.5,8255,56.1,71.7,86,0.6,0.7,708,4.8,2049,13.9,229,1.6,210,1.4
Citywide,Citywide,,Male Hispanic,2017,5 year August,14761,11450,77.6,11369,77,99.3,3421,23.2,29.9,7948,53.8,69.4,81,0.5,0.7,846,5.7,1987,13.5,240,1.6,224,1.5
Citywide,Citywide,,Male Hispanic,2016,5 year August,14867,11100,74.7,10814,72.7,97.4,2709,18.2,24.4,8105,54.5,73,286,1.9,2.6,1232,8.3,2108,14.2,145,1,274,1.8
Citywide,Citywide,,Male Hispanic,2015,5 year August,14876,10918,73.4,9498,63.8,87,1577,10.6,14.4,7921,53.2,72.5,1420,9.5,13,1072,7.2,2371,15.9,239,1.6,276,1.9
Citywide,Citywide,,Male Hispanic,2014,5 year August,15109,10600,70.2,9140,60.5,86.2,1448,9.6,13.7,7692,50.9,72.6,1460,9.7,13.8,1066,7.1,2945,19.5,253,1.7,243,1.6
Citywide,Citywide,,Male Hispanic,2013,5 year August,14905,10260,68.8,8875,59.5,86.5,1421,9.5,13.8,7454,50,72.7,1385,9.3,13.5,1437,9.6,2661,17.9,337,2.3,201,1.3
Citywide,Citywide,,Male Hispanic,2012,5 year August,14594,9927,68,8882,60.9,89.5,1255,8.6,12.6,7627,52.3,76.8,1045,7.2,10.5,1513,10.4,2650,18.2,267,1.8,189,1.3
Citywide,Citywide,,Male Hispanic,2018,5 year June,14716,11421,77.6,11336,77,99.3,3168,21.5,27.7,8168,55.5,71.5,85,0.6,0.7,784,5.3,2062,14,229,1.6,210,1.4
Citywide,Citywide,,Male Hispanic,2017,5 year June,14761,11371,77,11295,76.5,99.3,3419,23.2,30.1,7876,53.4,69.3,76,0.5,0.7,907,6.1,2005,13.6,240,1.6,224,1.5
Citywide,Citywide,,Male Hispanic,2016,5 year June,14867,10976,73.8,10694,71.9,97.4,2706,18.2,24.7,7988,53.7,72.8,282,1.9,2.6,1345,9,2119,14.3,145,1,274,1.8
Citywide,Citywide,,Male Hispanic,2015,5 year June,14876,10825,72.8,9413,63.3,87,1577,10.6,14.6,7836,52.7,72.4,1412,9.5,13,1129,7.6,2407,16.2,239,1.6,276,1.9
Citywide,Citywide,,Male Hispanic,2014,5 year June,15109,10470,69.3,9060,60,86.5,1446,9.6,13.8,7614,50.4,72.7,1410,9.3,13.5,1165,7.7,2976,19.7,253,1.7,243,1.6
Citywide,Citywide,,Male Hispanic,2013,5 year June,14905,10146,68.1,8804,59.1,86.8,1420,9.5,14,7384,49.5,72.8,1342,9,13.2,1550,10.4,2662,17.9,337,2.3,201,1.3
Citywide,Citywide,,Male Hispanic,2012,5 year June,14594,9833,67.4,8818,60.4,89.7,1255,8.6,12.8,7563,51.8,76.9,1015,7,10.3,1607,11,2650,18.2,267,1.8,189,1.3
Citywide,Citywide,,Male Hispanic,2017,6 year June,14720,11609,78.9,11516,78.2,99.2,3422,23.2,29.5,8094,55,69.7,93,0.6,0.8,425,2.9,2178,14.8,265,1.8,231,1.6
Citywide,Citywide,,Male Hispanic,2016,6 year June,14845,11333,76.3,11036,74.3,97.4,2709,18.2,23.9,8327,56.1,73.5,297,2,2.6,594,4,2422,16.3,192,1.3,296,2
Citywide,Citywide,,Male Hispanic,2015,6 year June,14857,11214,75.5,9770,65.8,87.1,1578,10.6,14.1,8192,55.1,73.1,1444,9.7,12.9,595,4,2501,16.8,267,1.8,275,1.9
Citywide,Citywide,,Male Hispanic,2014,6 year June,15100,10954,72.5,9411,62.3,85.9,1448,9.6,13.2,7963,52.7,72.7,1543,10.2,14.1,615,4.1,2985,19.8,276,1.8,269,1.8
Citywide,Citywide,,Male Hispanic,2013,6 year June,14880,10604,71.3,9096,61.1,85.8,1423,9.6,13.4,7673,51.6,72.4,1508,10.1,14.2,711,4.8,3016,20.3,344,2.3,199,1.3
Citywide,Citywide,,Male Hispanic,2012,6 year June,14532,10216,70.3,9060,62.3,88.7,1254,8.6,12.3,7806,53.7,76.4,1156,8,11.3,873,6,2906,20,304,2.1,196,1.3
Citywide,Citywide,,Male Multi-Racial,2019,4 year August,468,395,84.4,394,84.2,99.7,143,30.6,36.2,251,53.6,63.5,1,0.2,0.3,52,11.1,18,3.8,2,0.4,1,0.2
Citywide,Citywide,,Male Multi-Racial,2018,4 year August,584,510,87.3,508,87,99.6,250,42.8,49,258,44.2,50.6,2,0.3,0.4,53,9.1,17,2.9,4,0.7,0,0
Citywide,Citywide,,Male Multi-Racial,2017,4 year August,536,483,90.1,462,86.2,95.7,217,40.5,44.9,245,45.7,50.7,21,3.9,4.3,43,8,8,1.5,0,0,2,0.4
Citywide,Citywide,,Male Multi-Racial,2016,4 year August,480,417,86.9,410,85.4,98.3,185,38.5,44.4,225,46.9,54,7,1.5,1.7,52,10.8,11,2.3,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2015,4 year August,459,364,79.3,344,74.9,94.5,120,26.1,33,224,48.8,61.5,20,4.4,5.5,66,14.4,24,5.2,2,0.4,3,0.7
Citywide,Citywide,,Male Multi-Racial,2014,4 year August,491,419,85.3,402,81.9,95.9,158,32.2,37.7,244,49.7,58.2,17,3.5,4.1,53,10.8,15,3.1,3,0.6,1,0.2
Citywide,Citywide,,Male Multi-Racial,2013,4 year August,382,334,87.4,328,85.9,98.2,115,30.1,34.4,213,55.8,63.8,6,1.6,1.8,26,6.8,22,5.8,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2012,4 year August,375,328,87.5,321,85.6,97.9,144,38.4,43.9,177,47.2,54,7,1.9,2.1,28,7.5,19,5.1,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2019,4 year June,468,387,82.7,386,82.5,99.7,143,30.6,37,243,51.9,62.8,1,0.2,0.3,60,12.8,18,3.8,2,0.4,1,0.2
Citywide,Citywide,,Male Multi-Racial,2018,4 year June,584,501,85.8,499,85.4,99.6,248,42.5,49.5,251,43,50.1,2,0.3,0.4,61,10.4,18,3.1,4,0.7,0,0
Citywide,Citywide,,Male Multi-Racial,2017,4 year June,536,469,87.5,449,83.8,95.7,216,40.3,46.1,233,43.5,49.7,20,3.7,4.3,57,10.6,8,1.5,0,0,2,0.4
Citywide,Citywide,,Male Multi-Racial,2016,4 year June,480,408,85,403,84,98.8,185,38.5,45.3,218,45.4,53.4,5,1,1.2,61,12.7,11,2.3,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2015,4 year June,459,349,76,331,72.1,94.8,119,25.9,34.1,212,46.2,60.7,18,3.9,5.2,81,17.6,24,5.2,2,0.4,3,0.7
Citywide,Citywide,,Male Multi-Racial,2014,4 year June,491,407,82.9,392,79.8,96.3,158,32.2,38.8,234,47.7,57.5,15,3.1,3.7,65,13.2,15,3.1,3,0.6,1,0.2
Citywide,Citywide,,Male Multi-Racial,2013,4 year June,382,329,86.1,325,85.1,98.8,116,30.4,35.3,209,54.7,63.5,4,1,1.2,31,8.1,22,5.8,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2012,4 year June,375,317,84.5,312,83.2,98.4,142,37.9,44.8,170,45.3,53.6,5,1.3,1.6,39,10.4,19,5.1,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2018,5 year August,573,521,90.9,519,90.6,99.6,250,43.6,48,269,46.9,51.6,2,0.3,0.4,26,4.5,19,3.3,5,0.9,2,0.3
Citywide,Citywide,,Male Multi-Racial,2017,5 year August,494,456,92.3,453,91.7,99.3,218,44.1,47.8,235,47.6,51.5,3,0.6,0.7,16,3.2,18,3.6,1,0.2,3,0.6
Citywide,Citywide,,Male Multi-Racial,2016,5 year August,477,430,90.1,422,88.5,98.1,185,38.8,43,237,49.7,55.1,8,1.7,1.9,31,6.5,16,3.4,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2015,5 year August,452,367,81.2,343,75.9,93.5,113,25,30.8,230,50.9,62.7,24,5.3,6.5,52,11.5,27,6,4,0.9,2,0.4
Citywide,Citywide,,Male Multi-Racial,2014,5 year August,481,419,87.1,401,83.4,95.7,151,31.4,36,250,52,59.7,18,3.7,4.3,32,6.7,26,5.4,2,0.4,2,0.4
Citywide,Citywide,,Male Multi-Racial,2013,5 year August,377,336,89.1,330,87.5,98.2,115,30.5,34.2,215,57,64,6,1.6,1.8,10,2.7,29,7.7,1,0.3,1,0.3
Citywide,Citywide,,Male Multi-Racial,2012,5 year August,387,336,86.8,325,84,96.7,144,37.2,42.9,181,46.8,53.9,11,2.8,3.3,29,7.5,22,5.7,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2018,5 year June,573,519,90.6,517,90.2,99.6,250,43.6,48.2,267,46.6,51.4,2,0.3,0.4,28,4.9,19,3.3,5,0.9,2,0.3
Citywide,Citywide,,Male Multi-Racial,2017,5 year June,494,455,92.1,452,91.5,99.3,217,43.9,47.7,235,47.6,51.6,3,0.6,0.7,17,3.4,18,3.6,1,0.2,3,0.6
Citywide,Citywide,,Male Multi-Racial,2016,5 year June,477,429,89.9,421,88.3,98.1,185,38.8,43.1,236,49.5,55,8,1.7,1.9,32,6.7,16,3.4,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2015,5 year June,452,366,81,342,75.7,93.4,113,25,30.9,229,50.7,62.6,24,5.3,6.6,53,11.7,27,6,4,0.9,2,0.4
